,loss,auc,binary_accuracy,precision,recall,lr
0,6.289956569671631,0.5546621084213257,0.5448479056358337,0.4544026553630829,0.5170758962631226,1e-04
1,4.972141742706299,0.5639897584915161,0.5510940551757812,0.4588358700275421,0.49393171072006226,1e-04
2,4.236327648162842,0.5711984038352966,0.558504045009613,0.46600887179374695,0.4843353033065796,1e-04
3,3.6586878299713135,0.5900049209594727,0.5746818780899048,0.48443907499313354,0.4891335070133209,1e-04
4,3.1898508071899414,0.6023420095443726,0.5809667706489563,0.49180951714515686,0.4858406186103821,1e-04
5,2.796858310699463,0.6176021099090576,0.5938857793807983,0.5077040791511536,0.499106228351593,1e-04
6,2.4753968715667725,0.6190119385719299,0.592954695224762,0.506657600402832,0.4904506504535675,1e-04
7,2.1956892013549805,0.6266884803771973,0.6004810929298401,0.5164170265197754,0.4897920787334442,1e-04
8,1.9549963474273682,0.6400129199028015,0.6116542816162109,0.5307317972183228,0.5028694868087769,1e-04
9,1.7501417398452759,0.6478521227836609,0.6206936836242676,0.5428140759468079,0.508138120174408,1e-04
10,1.5764505863189697,0.6559985876083374,0.627211332321167,0.5517241358757019,0.5118073225021362,1e-04
11,1.4298679828643799,0.6603848338127136,0.6289183497428894,0.5537917017936707,0.5152883529663086,1e-04
12,1.3052176237106323,0.665757417678833,0.6341946125030518,0.5628930926322937,0.5052215456962585,1e-04
13,1.1933472156524658,0.6841588616371155,0.6503724455833435,0.5815760493278503,0.5422899723052979,1e-04
14,1.1045942306518555,0.6876040697097778,0.654446005821228,0.5880188345909119,0.5411610007286072,1e-04
15,1.0295180082321167,0.6931552290916443,0.6595670580863953,0.5959627032279968,0.5416314005851746,1e-04
16,0.9675115942955017,0.6955432891845703,0.6616619825363159,0.596636950969696,0.5541443228721619,1e-04
17,0.91628098487854,0.7026470303535461,0.6698479056358337,0.6104912161827087,0.5507573485374451,1e-04
18,0.8696388602256775,0.710221529006958,0.6767923831939697,0.6206172704696655,0.5562141537666321,1e-04
19,0.8375310897827148,0.7101796269416809,0.680128812789917,0.6274866461753845,0.5519804358482361,1e-04
20,0.8064297437667847,0.7114563584327698,0.6800124049186707,0.6291635036468506,0.5455828309059143,1e-04
21,0.782086968421936,0.7086613774299622,0.6768311858177185,0.6271711587905884,0.5333521366119385,1e-04
22,0.7554660439491272,0.722416877746582,0.6879267692565918,0.638427734375,0.5608241558074951,1e-04
23,0.7439390420913696,0.7179824709892273,0.6864913105964661,0.6431460380554199,0.5385266542434692,1e-04
24,0.7264540195465088,0.7238423824310303,0.6906036734580994,0.6464356780052185,0.5511336922645569,1e-04
25,0.717302680015564,0.7205188870429993,0.6882371306419373,0.643975555896759,0.5455828309059143,1e-04
26,0.704052209854126,0.7256396412849426,0.6870344281196594,0.6415156722068787,0.5463355183601379,1e-04
27,0.694795548915863,0.7287881970405579,0.6945220232009888,0.6539621949195862,0.5504751205444336,1e-04
28,0.6895341873168945,0.7242708802223206,0.6888578534126282,0.6454129815101624,0.5447360873222351,1e-04
29,0.6779312491416931,0.7330113649368286,0.692271888256073,0.6528045535087585,0.5420077443122864,1e-04
30,0.6784515380859375,0.7296501398086548,0.6894397735595703,0.6499771475791931,0.5349515676498413,1e-04
31,0.6643667221069336,0.7408343553543091,0.6991775035858154,0.661825954914093,0.5531094074249268,1e-04
32,0.6692765355110168,0.7341753244400024,0.6961514353752136,0.6582908630371094,0.5471822619438171,1e-04
33,0.6584794521331787,0.7433636784553528,0.7039493918418884,0.6710796356201172,0.5532035231590271,1e-04
34,0.6587889194488525,0.7408996820449829,0.6961902379989624,0.6542447805404663,0.5582839250564575,1e-04
35,0.6561555862426758,0.7422522902488708,0.6988283395767212,0.6619209051132202,0.5511336922645569,1e-04
36,0.6538568139076233,0.7461382746696472,0.7021648287773132,0.6658427119255066,0.5575312972068787,1e-04
37,0.6486713886260986,0.7484280467033386,0.7020872235298157,0.6693455576896667,0.5484994053840637,1e-04
38,0.6471628546714783,0.7522031664848328,0.7071306705474854,0.6723752021789551,0.5651519298553467,1e-04
39,0.648800253868103,0.7498391270637512,0.7049580812454224,0.666961133480072,0.568256676197052,1e-04
40,0.6448467969894409,0.7534527778625488,0.7065487504005432,0.6700322031974792,0.5681625604629517,1e-04
41,0.6488998532295227,0.7427537441253662,0.6990611553192139,0.6706273555755615,0.5310000777244568,1e-04
42,0.6432364583015442,0.7560473680496216,0.7108550667762756,0.6795973777770996,0.5653401017189026,1e-04
43,0.6457808017730713,0.7499402165412903,0.7073246240615845,0.6777688264846802,0.5532975792884827,1e-04
44,0.6431978940963745,0.7522709965705872,0.7101567387580872,0.6840326189994812,0.552168607711792,1e-04
45,0.6466541886329651,0.7332146167755127,0.6820297837257385,0.632820188999176,0.5453006029129028,6e-05
46,0.6440979838371277,0.7410562634468079,0.6925046443939209,0.6625766754150391,0.518204927444458,6e-05
47,0.6403225660324097,0.7348909378051758,0.6812926530838013,0.6368170380592346,0.5285539627075195,3.5999998e-05
48,0.6217859983444214,0.7589221000671387,0.7065099477767944,0.6758090257644653,0.5540502667427063,3.5999998e-05
49,0.6248544454574585,0.7579715251922607,0.7060831785202026,0.6782253384590149,0.5465236902236938,3.5999998e-05
