,loss,auc_1,binary_accuracy,precision_1,recall_1,lr
0,0.748400092124939,0.6007585525512695,0.5796389579772949,0.4797377288341522,0.5226190686225891,1e-04
1,0.7277782559394836,0.6231362223625183,0.5962137579917908,0.49849337339401245,0.4923610985279083,1e-04
2,0.7107062339782715,0.6440201997756958,0.6136672496795654,0.522083580493927,0.47728174924850464,1e-04
3,0.700288712978363,0.6541502475738525,0.6201373934745789,0.5319699048995972,0.46964284777641296,1e-04
4,0.691159188747406,0.6665711402893066,0.6318396329879761,0.5512729287147522,0.45972222089767456,1e-04
5,0.6843945384025574,0.6721893548965454,0.6333173513412476,0.5544518232345581,0.4540674686431885,1e-04
6,0.6759387254714966,0.683219313621521,0.6411055326461792,0.5685463547706604,0.4500992000102997,1e-04
7,0.6714701652526855,0.6867836117744446,0.6454988121986389,0.5748942494392395,0.45843252539634705,1e-04
8,0.667046308517456,0.6933931112289429,0.6504912376403809,0.5814637541770935,0.4705357253551483,1e-04
9,0.6578445434570312,0.7057023048400879,0.6574406623840332,0.5932729244232178,0.4742063581943512,1e-04
10,0.6554650068283081,0.7059376239776611,0.6587187647819519,0.5961418151855469,0.47212302684783936,1e-04
11,0.6486158967018127,0.714987576007843,0.6632718443870544,0.6021052598953247,0.4823412597179413,1e-04
12,0.6445981860160828,0.7184868454933167,0.6678648591041565,0.6111951470375061,0.4809523820877075,1e-04
13,0.6358449459075928,0.7277031540870667,0.6741752624511719,0.6230473518371582,0.48273810744285583,1e-04
14,0.6337807774543762,0.7306634187698364,0.6762121319770813,0.6251426935195923,0.4888888895511627,1e-04
15,0.6262682676315308,0.7391421794891357,0.682722270488739,0.6336671113967896,0.5022817254066467,1e-04
16,0.6266509890556335,0.7383386492729187,0.6826024651527405,0.63346266746521,0.5021825432777405,1e-04
17,0.6192545890808105,0.7481846809387207,0.6875149607658386,0.6395348906517029,0.5128968358039856,1e-04
18,0.6125625967979431,0.7533884048461914,0.6913491487503052,0.6458333134651184,0.5166666507720947,1e-04
19,0.6129338145256042,0.7533457279205322,0.689312219619751,0.6422653794288635,0.5152778029441833,1e-04
