,loss,auc_2,binary_accuracy,precision_2,recall_2,lr
0,9.403712272644043,0.5127233266830444,0.5161354541778564,0.4107377827167511,0.4644841253757477,1e-04
1,7.198010444641113,0.506029486656189,0.5137790441513062,0.4014495611190796,0.423115074634552,1e-04
2,5.4987101554870605,0.5101644396781921,0.5272386074066162,0.40895429253578186,0.39146825671195984,1e-04
3,4.19844913482666,0.5090962648391724,0.533908486366272,0.4094120264053345,0.3564484119415283,1e-04
4,3.2414298057556152,0.5108476877212524,0.5396597385406494,0.40978288650512695,0.32579365372657776,1e-04
5,2.554314374923706,0.5236344337463379,0.5477674007415771,0.4185772240161896,0.3169642984867096,1e-04
6,2.0762686729431152,0.5225514769554138,0.5553558468818665,0.42423370480537415,0.2924603223800659,1e-04
7,1.7465449571609497,0.5381777882575989,0.565061092376709,0.43920743465423584,0.29027777910232544,1e-04
8,1.521498203277588,0.5372089743614197,0.5691348910331726,0.4456721842288971,0.28809523582458496,1e-04
9,1.3508331775665283,0.5613102912902832,0.579878568649292,0.46890494227409363,0.3283730149269104,1e-04
10,1.2234684228897095,0.5926979780197144,0.6021247506141663,0.5078332424163818,0.3794642984867096,1e-04
11,1.1245344877243042,0.6022509336471558,0.6062385439872742,0.5154350996017456,0.3660714328289032,1e-04
12,1.050663709640503,0.6083200573921204,0.6097931265830994,0.5227673053741455,0.35307538509368896,1e-04
13,0.9814684987068176,0.6236098408699036,0.6167824864387512,0.5329707860946655,0.3888888955116272,1e-04
14,0.9346053600311279,0.6208842396736145,0.6104720830917358,0.5222904086112976,0.38005951046943665,1e-04
15,0.8956013917922974,0.6184909343719482,0.6121894717216492,0.5248388648033142,0.38779762387275696,1e-04
16,0.8627792596817017,0.6119858622550964,0.6075165867805481,0.518099844455719,0.35922619700431824,1e-04
17,0.837590754032135,0.6163413524627686,0.6052400469779968,0.5130423307418823,0.3824404776096344,1e-04
18,0.8119911551475525,0.6281459331512451,0.6194983720779419,0.5371589660644531,0.3965277671813965,1e-04
19,0.7958797812461853,0.6219717860221863,0.6202172636985779,0.545745849609375,0.33789682388305664,1e-04
20,0.7782852053642273,0.6343136429786682,0.6192986369132996,0.541091799736023,0.3579365015029907,1e-04
21,0.7603597044944763,0.6396808624267578,0.627885639667511,0.5568300485610962,0.3708333373069763,1e-04
22,0.7542802095413208,0.6401418447494507,0.627326488494873,0.5532944202423096,0.3857142925262451,1e-04
23,0.7430688738822937,0.6650598049163818,0.6447000503540039,0.5761708617210388,0.4442460238933563,1e-04
24,0.7350832223892212,0.6640182733535767,0.6468168497085571,0.5771485567092896,0.4590277671813965,1e-04
25,0.7324100136756897,0.6611668467521667,0.6465372443199158,0.5913276076316833,0.3950396776199341,1e-04
26,0.7173625826835632,0.6845991611480713,0.6597971320152283,0.5998210906982422,0.4655753970146179,1e-04
27,0.720851480960846,0.6817216873168945,0.6586788296699524,0.6039577126502991,0.44206348061561584,1e-04
28,0.7159814834594727,0.6866170167922974,0.6615145206451416,0.608754575252533,0.4456349313259125,1e-04
29,0.7072753310203552,0.6950303316116333,0.6774502992630005,0.6354420185089111,0.46636903285980225,1e-04
30,0.7055293321609497,0.7013112306594849,0.6757728457450867,0.6137259602546692,0.5251984000205994,1e-04
31,0.7044476270675659,0.6967631578445435,0.6728172898292542,0.6069809794425964,0.5313491821289062,1e-04
32,0.6976084113121033,0.7094539999961853,0.6844396591186523,0.6315026879310608,0.5190476179122925,1e-04
33,0.6913203597068787,0.7248986959457397,0.6958223581314087,0.6461100578308105,0.5404762029647827,1e-04
34,0.6864479184150696,0.734607994556427,0.707764208316803,0.6651129722595215,0.5520833134651184,1e-04
